,PA0
,PA1
,PA2
,PA3
,PA4
,PA5
,PA6
,PA7
,PA8
,PA9
,PA10
,PA11
,PA12
,PA13
,PA14
,PA15
,PB0
,PB1
,PB2
,PB3
,PB4
,PB5
,PB6
,PB7
,PB8
,PB10
,PB12
,PB13
,PB14
,PB15
,PC0
,PC1
,PC2
,PC3
,PC4
,PC5
,PC6
,PC7
,PC8
,PC9
,PC10
,PC11
,PC12
,PC13
,PC14
,PC15
,PD2
,PH0
,PH1
A0,PA0
A1,PA1
D13,PA5
D12,PA6
D11,PA7
D7,PA8
USB_DM,PA11
USB_DP,PA12
SWDIO,PA13
SWCLK,PA14
A3,PB0
A2,PB1
D6,PB10
D3,PB3
D5,PB4
D4,PB5
D15,PB6
D14,PB7
A5,PC0
A4,PC1
VBUS_DETECT,PC4
D9,PC6
D8,PC7
D2,PC8
D10,PC9
USB_DISCONNECT,PC10
